customer_id,new_customer_name (populate distinct names from any open dataset),created_at,gender,state,tier
256609410370,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
258493117994,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256571312882,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
259215117330,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256607929113,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256625462369,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
257924806694,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256583756824,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256944758505,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256943831099,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
251361931013,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
243651548936,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256607814768,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256624360623,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
260456088150,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
241031808990,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256597620044,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256624703972,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
257904516880,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
256956599863,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
257828671524,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256945552230,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
260504547098,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256597652549,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256593821186,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
232016112142,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
251354843408,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
260439472684,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
259494032556,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256604367175,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
260449187740,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
257911521053,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256940794897,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
258492134016,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
260438072874,,2019-03-19 15:37:31 +0530,Female,Maharashtra,Blue Member
256644651013,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
255269493915,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
256596987384,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
258480583067,,2019-03-19 15:37:31 +0530,Male,Maharashtra,Blue Member
196135272778,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Silver Member
241002741272,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
235284708512,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
256614897827,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
259217023305,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
257878131590,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
256610245406,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
243661278833,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
256579673620,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
243630440338,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
260454336735,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
243636244386,,2019-03-19 15:37:32 +0530,,Maharashtra,Blue Member
260985827520,,2019-03-19 15:37:32 +0530,,Maharashtra,Blue Member
256584948091,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
255287554971,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Silver Member
256611406362,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
243533047766,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
256946311175,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
260960477239,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
256624777684,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
256593719279,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
259227159393,,2019-03-19 15:37:32 +0530,Male,Maharashtra,Blue Member
257830434646,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
256607052477,,2019-03-19 15:37:32 +0530,Female,Maharashtra,Blue Member
256598877707,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
259472596105,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256608833001,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
235289674623,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256946322542,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
258481542090,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256601408449,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256605747127,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256949907787,,2019-03-19 15:37:33 +0530,Female,Maharashtra,Blue Member
211143721525,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
257842214311,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256602818006,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256606857025,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
202217312717,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
259229779030,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256598306479,,2019-03-19 15:37:33 +0530,Female,Maharashtra,Blue Member
256602026999,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256636400361,,2019-03-19 15:37:33 +0530,Female,Maharashtra,Blue Member
256607448294,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
258479770764,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256645683330,,2019-03-19 15:37:33 +0530,Female,Maharashtra,Blue Member
260986270763,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
257886129356,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
251352033335,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
258484423079,,2019-03-19 15:37:33 +0530,Male,Maharashtra,Blue Member
256956521081,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
243599337407,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
259212459909,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
243589903510,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256602994227,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
260452731360,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
255288369495,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
256647230618,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
239544039562,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
260497180136,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
259212285883,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
243596137893,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
256639381140,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
256625762341,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256596905153,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
243557483549,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256605079662,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
256636292052,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256612708002,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256591937971,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
256610449403,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
255267053138,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
256628258749,,2019-03-19 15:37:34 +0530,,Maharashtra,Blue Member
258482278460,,2019-03-19 15:37:34 +0530,Male,Maharashtra,Blue Member
239544598770,,2019-03-19 15:37:34 +0530,Female,Maharashtra,Blue Member
256597767443,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
257839200869,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
257839154409,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256585677327,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256578299548,,2019-03-19 15:37:35 +0530,Male,,Silver Member
256622948950,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256617245503,,2019-03-19 15:37:35 +0530,,Maharashtra,Blue Member
258482713890,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256605655959,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256579601501,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256570728851,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256600087839,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
258486942900,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
258495310693,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256598219596,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256607171499,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256597501858,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Silver Member
243654364731,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
256940384134,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
256602639329,,2019-03-19 15:37:35 +0530,Female,Maharashtra,Blue Member
258487658026,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
259496832333,,2019-03-19 15:37:35 +0530,Male,Maharashtra,Blue Member
251363622095,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256600315719,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
235284813764,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256583181520,,2019-03-19 15:37:36 +0530,,Maharashtra,Blue Member
260463058824,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
255289817359,,2019-03-19 15:37:36 +0530,Female,Maharashtra,Blue Member
257888801854,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256617593607,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
211586175772,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256576934856,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
235756489764,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256604349668,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256579791858,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256615165790,,2019-03-19 15:37:36 +0530,Female,Maharashtra,Blue Member
257914965692,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
257844173408,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
260975470241,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
260445180156,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256601133745,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
259235388906,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
260447110431,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256597674237,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
259471079860,,2019-03-19 15:37:36 +0530,Male,Maharashtra,Blue Member
256595134845,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
257911024478,,2019-03-19 15:37:37 +0530,Female,Maharashtra,Blue Member
256598393988,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
258486620769,,2019-03-19 15:37:37 +0530,,Maharashtra,Blue Member
260459600022,,2019-03-19 15:37:37 +0530,Female,Maharashtra,Blue Member
243533431458,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
250691971741,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
256602167029,,2019-03-19 15:37:37 +0530,Female,Maharashtra,Blue Member
258494272626,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
188349762299,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
241005127281,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
257877771231,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
257850207138,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
239539449853,,2019-03-19 15:37:37 +0530,Male,Maharashtra,Blue Member
